zip,cases,city,stabb,place,deaths,tests,deathcount,populationcount,casesper100000,casesbyzipcodesummarytable,zip_cd,patient_count,population,percentage,zipcode
61239,67,"","IL","Illinois",,871,,"","",,,"","","",
61240,485,"","IL","Illinois",,5187,,"","",,,"","","",
61241,584,"","IL","Illinois",,6103,,"","",,,"","","",
61242,84,"","IL","Illinois",,767,,"","",,,"","","",
61243,11,"","IL","Illinois",,81,,"","",,,"","","",
61244,2210,"","IL","Illinois",,32724,,"","",,,"","","",
61250,241,"","IL","Illinois",,2004,,"","",,,"","","",
61251,30,"","IL","Illinois",,240,,"","",,,"","","",
61252,515,"","IL","Illinois",,3223,,"","",,,"","","",
61254,915,"","IL","Illinois",,13152,,"","",,,"","","",
61256,164,"","IL","Illinois",,1584,,"","",,,"","","",
61257,77,"","IL","Illinois",,928,,"","",,,"","","",
61258,16,"","IL","Illinois",,224,,"","",,,"","","",
61259,66,"","IL","Illinois",,646,,"","",,,"","","",
61260,50,"","IL","Illinois",,504,,"","",,,"","","",
61261,75,"","IL","Illinois",,756,,"","",,,"","","",
61262,57,"","IL","Illinois",,575,,"","",,,"","","",
61263,52,"","IL","Illinois",,672,,"","",,,"","","",
61264,790,"","IL","Illinois",,8484,,"","",,,"","","",
61265,3823,"","IL","Illinois",,39990,,"","",,,"","","",
61266,7,"","IL","Illinois",,95,,"","",,,"","","",
61270,775,"","IL","Illinois",,5426,,"","",,,"","","",
61272,92,"","IL","Illinois",,810,,"","",,,"","","",
61273,284,"","IL","Illinois",,2591,,"","",,,"","","",
61274,17,"","IL","Illinois",,258,,"","",,,"","","",
61275,388,"","IL","Illinois",,3593,,"","",,,"","","",
61276,9,"","IL","Illinois",,105,,"","",,,"","","",
61277,361,"","IL","Illinois",,6192,,"","",,,"","","",
61278,45,"","IL","Illinois",,409,,"","",,,"","","",
61279,74,"","IL","Illinois",,725,,"","",,,"","","",
61281,225,"","IL","Illinois",,2085,,"","",,,"","","",
61282,748,"","IL","Illinois",,9428,,"","",,,"","","",
61283,92,"","IL","Illinois",,932,,"","",,,"","","",
61284,195,"","IL","Illinois",,1770,,"","",,,"","","",
61285,452,"","IL","Illinois",,4224,,"","",,,"","","",
61301,984,"","IL","Illinois",,12697,,"","",,,"","","",
61310,326,"","IL","Illinois",,2706,,"","",,,"","","",
61311,22,"","IL","Illinois",,144,,"","",,,"","","",
61312,35,"","IL","Illinois",,339,,"","",,,"","","",
61313,29,"","IL","Illinois",,224,,"","",,,"","","",
61314,80,"","IL","Illinois",,622,,"","",,,"","","",
61315,21,"","IL","Illinois",,214,,"","",,,"","","",
61316,24,"","IL","Illinois",,451,,"","",,,"","","",
61317,37,"","IL","Illinois",,300,,"","",,,"","","",
61318,46,"","IL","Illinois",,385,,"","",,,"","","",
61319,103,"","IL","Illinois",,1276,,"","",,,"","","",
61320,47,"","IL","Illinois",,563,,"","",,,"","","",
61321,23,"","IL","Illinois",,263,,"","",,,"","","",
61322,194,"","IL","Illinois",,977,,"","",,,"","","",
61325,85,"","IL","Illinois",,992,,"","",,,"","","",
61326,172,"","IL","Illinois",,1490,,"","",,,"","","",
61327,77,"","IL","Illinois",,1344,,"","",,,"","","",
61329,120,"","IL","Illinois",,1049,,"","",,,"","","",
61330,129,"","IL","Illinois",,1144,,"","",,,"","","",
61333,44,"","IL","Illinois",,474,,"","",,,"","","",
61334,59,"","IL","Illinois",,393,,"","",,,"","","",
61335,34,"","IL","Illinois",,406,,"","",,,"","","",
61336,28,"","IL","Illinois",,415,,"","",,,"","","",
61337,46,"","IL","Illinois",,405,,"","",,,"","","",
61338,33,"","IL","Illinois",,265,,"","",,,"","","",
61340,19,"","IL","Illinois",,348,,"","",,,"","","",
61341,690,"","IL","Illinois",,8600,,"","",,,"","","",
61342,1147,"","IL","Illinois",,8956,,"","",,,"","","",
61344,21,"","IL","Illinois",,209,,"","",,,"","","",
61345,67,"","IL","Illinois",,543,,"","",,,"","","",
61348,428,"","IL","Illinois",,4519,,"","",,,"","","",
61349,80,"","IL","Illinois",,776,,"","",,,"","","",
61350,2030,"","IL","Illinois",,26962,,"","",,,"","","",
61353,91,"","IL","Illinois",,913,,"","",,,"","","",
61354,1121,"","IL","Illinois",,11074,,"","",,,"","","",
61356,1062,"","IL","Illinois",,12260,,"","",,,"","","",
61358,23,"","IL","Illinois",,298,,"","",,,"","","",
61359,31,"","IL","Illinois",,239,,"","",,,"","","",
61360,268,"","IL","Illinois",,2137,,"","",,,"","","",
61361,107,"","IL","Illinois",,1046,,"","",,,"","","",
61362,633,"","IL","Illinois",,7883,,"","",,,"","","",
61363,24,"","IL","Illinois",,155,,"","",,,"","","",
61364,1820,"","IL","Illinois",,24379,,"","",,,"","","",
61367,81,"","IL","Illinois",,476,,"","",,,"","","",
61368,84,"","IL","Illinois",,955,,"","",,,"","","",
61369,159,"","IL","Illinois",,4529,,"","",,,"","","",
61370,85,"","IL","Illinois",,947,,"","",,,"","","",
61372,14,"","IL","Illinois",,246,,"","",,,"","","",
61373,172,"","IL","Illinois",,1582,,"","",,,"","","",
61374,7,"","IL","Illinois",,47,,"","",,,"","","",
61375,52,"","IL","Illinois",,855,,"","",,,"","","",
61376,207,"","IL","Illinois",,2584,,"","",,,"","","",
61377,101,"","IL","Illinois",,1007,,"","",,,"","","",
61378,26,"","IL","Illinois",,203,,"","",,,"","","",
61379,99,"","IL","Illinois",,911,,"","",,,"","","",
61401,3154,"","IL","Illinois",,38884,,"","",,,"","","",
61402,157,"","IL","Illinois",,13125,,"","",,,"","","",
61410,301,"","IL","Illinois",,2954,,"","",,,"","","",
61411,29,"","IL","Illinois",,325,,"","",,,"","","",
61412,126,"","IL","Illinois",,933,,"","",,,"","","",
61413,61,"","IL","Illinois",,650,,"","",,,"","","",
61414,46,"","IL","Illinois",,568,,"","",,,"","","",
61415,149,"","IL","Illinois",,1096,,"","",,,"","","",
61417,18,"","IL","Illinois",,174,,"","",,,"","","",
61418,40,"","IL","Illinois",,376,,"","",,,"","","",
61419,9,"","IL","Illinois",,92,,"","",,,"","","",
61420,65,"","IL","Illinois",,840,,"","",,,"","","",
61421,110,"","IL","Illinois",,1210,,"","",,,"","","",
61422,288,"","IL","Illinois",,3340,,"","",,,"","","",
61423,54,"","IL","Illinois",,384,,"","",,,"","","",
61424,11,"","IL","Illinois",,113,,"","",,,"","","",
61425,24,"","IL","Illinois",,249,,"","",,,"","","",
61426,7,"","IL","Illinois",,73,,"","",,,"","","",
61427,128,"","IL","Illinois",,3092,,"","",,,"","","",
61428,100,"","IL","Illinois",,877,,"","",,,"","","",
61430,64,"","IL","Illinois",,605,,"","",,,"","","",
61431,24,"","IL","Illinois",,424,,"","",,,"","","",
61432,34,"","IL","Illinois",,831,,"","",,,"","","",
61433,12,"","IL","Illinois",,103,,"","",,,"","","",
61434,243,"","IL","Illinois",,2641,,"","",,,"","","",
61435,14,"","IL","Illinois",,130,,"","",,,"","","",
61436,65,"","IL","Illinois",,611,,"","",,,"","","",
61437,40,"","IL","Illinois",,448,,"","",,,"","","",
61438,42,"","IL","Illinois",,782,,"","",,,"","","",
61439,27,"","IL","Illinois",,159,,"","",,,"","","",
61440,40,"","IL","Illinois",,671,,"","",,,"","","",
61441,62,"","IL","Illinois",,766,,"","",,,"","","",
61442,57,"","IL","Illinois",,523,,"","",,,"","","",
61443,1319,"","IL","Illinois",,17353,,"","",,,"","","",
61447,68,"","IL","Illinois",,552,,"","",,,"","","",
61448,408,"","IL","Illinois",,4699,,"","",,,"","","",
61449,27,"","IL","Illinois",,316,,"","",,,"","","",
61450,134,"","IL","Illinois",,1232,,"","",,,"","","",
61451,28,"","IL","Illinois",,302,,"","",,,"","","",
61452,22,"","IL","Illinois",,242,,"","",,,"","","",
61453,52,"","IL","Illinois",,475,,"","",,,"","","",
61454,48,"","IL","Illinois",,618,,"","",,,"","","",
61455,1577,"","IL","Illinois",,24662,,"","",,,"","","",
61458,62,"","IL","Illinois",,610,,"","",,,"","","",
61459,12,"","IL","Illinois",,267,,"","",,,"","","",
61460,18,"","IL","Illinois",,301,,"","",,,"","","",
61462,1155,"","IL","Illinois",,9879,,"","",,,"","","",
61465,71,"","IL","Illinois",,717,,"","",,,"","","",
61466,27,"","IL","Illinois",,183,,"","",,,"","","",
61467,91,"","IL","Illinois",,701,,"","",,,"","","",
61469,138,"","IL","Illinois",,1236,,"","",,,"","","",
61470,27,"","IL","Illinois",,503,,"","",,,"","","",
61471,14,"","IL","Illinois",,62,,"","",,,"","","",
61472,48,"","IL","Illinois",,389,,"","",,,"","","",
61473,102,"","IL","Illinois",,1277,,"","",,,"","","",
61474,22,"","IL","Illinois",,196,,"","",,,"","","",
61475,8,"","IL","Illinois",,137,,"","",,,"","","",
61476,24,"","IL","Illinois",,366,,"","",,,"","","",
61477,34,"","IL","Illinois",,620,,"","",,,"","","",
61478,20,"","IL","Illinois",,139,,"","",,,"","","",
61480,118,"","IL","Illinois",,2001,,"","",,,"","","",
61482,49,"","IL","Illinois",,679,,"","",,,"","","",
61483,208,"","IL","Illinois",,3281,,"","",,,"","","",
61484,50,"","IL","Illinois",,738,,"","",,,"","","",
61485,44,"","IL","Illinois",,477,,"","",,,"","","",
61486,111,"","IL","Illinois",,1097,,"","",,,"","","",
61488,95,"","IL","Illinois",,839,,"","",,,"","","",
61489,97,"","IL","Illinois",,839,,"","",,,"","","",
61490,66,"","IL","Illinois",,733,,"","",,,"","","",
61491,175,"","IL","Illinois",,2267,,"","",,,"","","",
61501,143,"","IL","Illinois",,1669,,"","",,,"","","",
61516,49,"","IL","Illinois",,712,,"","",,,"","","",
61517,308,"","IL","Illinois",,3061,,"","",,,"","","",
61519,22,"","IL","Illinois",,317,,"","",,,"","","",
61520,1504,"","IL","Illinois",,38972,,"","",,,"","","",
61523,897,"","IL","Illinois",,13628,,"","",,,"","","",
61524,9,"","IL","Illinois",,397,,"","",,,"","","",
61525,980,"","IL","Illinois",,12598,,"","",,,"","","",
61526,87,"","IL","Illinois",,1408,,"","",,,"","","",
61528,282,"","IL","Illinois",,3551,,"","",,,"","","",
61529,221,"","IL","Illinois",,3003,,"","",,,"","","",
61530,663,"","IL","Illinois",,11114,,"","",,,"","","",
61531,247,"","IL","Illinois",,5588,,"","",,,"","","",
61532,43,"","IL","Illinois",,602,,"","",,,"","","",
61533,207,"","IL","Illinois",,1994,,"","",,,"","","",
61534,115,"","IL","Illinois",,1434,,"","",,,"","","",
61535,161,"","IL","Illinois",,1716,,"","",,,"","","",
61536,241,"","IL","Illinois",,2922,,"","",,,"","","",
61537,214,"","IL","Illinois",,4036,,"","",,,"","","",
61539,17,"","IL","Illinois",,141,,"","",,,"","","",
61540,140,"","IL","Illinois",,2918,,"","",,,"","","",
61542,290,"","IL","Illinois",,3955,,"","",,,"","","",
61544,21,"","IL","Illinois",,751,,"","",,,"","","",
61545,47,"","IL","Illinois",,632,,"","",,,"","","",
61546,354,"","IL","Illinois",,4981,,"","",,,"","","",
61547,373,"","IL","Illinois",,4150,,"","",,,"","","",
61548,1181,"","IL","Illinois",,15991,,"","",,,"","","",
61550,2038,"","IL","Illinois",,26673,,"","",,,"","","",
61552,13,"","IL","Illinois",,259,,"","",,,"","","",
61553,7,"","IL","Illinois",,318,,"","",,,"","","",
61554,4069,"","IL","Illinois",,49663,,"","",,,"","","",
61555,17,"","IL","Illinois",,271,,"","",,,"","","",
61559,259,"","IL","Illinois",,3040,,"","",,,"","","",
61560,41,"","IL","Illinois",,513,,"","",,,"","","",
61561,186,"","IL","Illinois",,3610,,"","",,,"","","",
61563,20,"","IL","Illinois",,685,,"","",,,"","","",
61564,114,"","IL","Illinois",,1048,,"","",,,"","","",
61565,86,"","IL","Illinois",,1158,,"","",,,"","","",
61567,37,"","IL","Illinois",,888,,"","",,,"","","",
61568,543,"","IL","Illinois",,4661,,"","",,,"","","",
61569,76,"","IL","Illinois",,1075,,"","",,,"","","",
61570,91,"","IL","Illinois",,1980,,"","",,,"","","",
61571,2352,"","IL","Illinois",,28982,,"","",,,"","","",
61572,100,"","IL","Illinois",,886,,"","",,,"","","",
61601,11,"","IL","Illinois",,368,,"","",,,"","","",
61602,105,"","IL","Illinois",,2283,,"","",,,"","","",
61603,1391,"","IL","Illinois",,18231,,"","",,,"","","",
61604,2872,"","IL","Illinois",,41753,,"","",,,"","","",
61605,1069,"","IL","Illinois",,15034,,"","",,,"","","",
61606,550,"","IL","Illinois",,8162,,"","",,,"","","",
61607,1024,"","IL","Illinois",,11983,,"","",,,"","","",
61610,438,"","IL","Illinois",,5192,,"","",,,"","","",
61611,2207,"","IL","Illinois",,29380,,"","",,,"","","",
61612,14,"","IL","Illinois",,418,,"","",,,"","","",
61614,2646,"","IL","Illinois",,45712,,"","",,,"","","",
61615,2025,"","IL","Illinois",,29502,,"","",,,"","","",
61616,554,"","IL","Illinois",,11387,,"","",,,"","","",
61625,60,"","IL","Illinois",,128,,"","",,,"","","",
61701,2698,"","IL","Illinois",,52593,,"","",,,"","","",
61704,2596,"","IL","Illinois",,39817,,"","",,,"","","",
61705,1067,"","IL","Illinois",,16667,,"","",,,"","","",
61720,16,"","IL","Illinois",,296,,"","",,,"","","",
61721,28,"","IL","Illinois",,589,,"","",,,"","","",
61722,44,"","IL","Illinois",,477,,"","",,,"","","",
61723,178,"","IL","Illinois",,2473,,"","",,,"","","",
61724,35,"","IL","Illinois",,591,,"","",,,"","","",
61725,126,"","IL","Illinois",,1446,,"","",,,"","","",
61726,230,"","IL","Illinois",,3133,,"","",,,"","","",
61727,800,"","IL","Illinois",,9539,,"","",,,"","","",
61728,119,"","IL","Illinois",,1668,,"","",,,"","","",
61729,157,"","IL","Illinois",,1247,,"","",,,"","","",
61730,24,"","IL","Illinois",,300,,"","",,,"","","",
61731,19,"","IL","Illinois",,269,,"","",,,"","","",
61732,183,"","IL","Illinois",,2103,,"","",,,"","","",
61733,104,"","IL","Illinois",,1163,,"","",,,"","","",
61734,240,"","IL","Illinois",,2640,,"","",,,"","","",
61735,22,"","IL","Illinois",,368,,"","",,,"","","",
61736,156,"","IL","Illinois",,2360,,"","",,,"","","",
61737,30,"","IL","Illinois",,428,,"","",,,"","","",
61738,467,"","IL","Illinois",,5195,,"","",,,"","","",
61739,532,"","IL","Illinois",,8467,,"","",,,"","","",
61740,188,"","IL","Illinois",,2088,,"","",,,"","","",
61741,183,"","IL","Illinois",,2117,,"","",,,"","","",
61742,100,"","IL","Illinois",,1282,,"","",,,"","","",
61743,34,"","IL","Illinois",,226,,"","",,,"","","",
61744,183,"","IL","Illinois",,1999,,"","",,,"","","",
61745,336,"","IL","Illinois",,4388,,"","",,,"","","",
61747,94,"","IL","Illinois",,4217,,"","",,,"","","",
61748,226,"","IL","Illinois",,2992,,"","",,,"","","",
61749,53,"","IL","Illinois",,489,,"","",,,"","","",
61751,8,"","IL","Illinois",,119,,"","",,,"","","",
61752,261,"","IL","Illinois",,4529,,"","",,,"","","",
61753,267,"","IL","Illinois",,2979,,"","",,,"","","",
61754,94,"","IL","Illinois",,1161,,"","",,,"","","",
61755,465,"","IL","Illinois",,4736,,"","",,,"","","",
61756,157,"","IL","Illinois",,1908,,"","",,,"","","",
61759,137,"","IL","Illinois",,1431,,"","",,,"","","",
61760,187,"","IL","Illinois",,3328,,"","",,,"","","",
61761,5207,"","IL","Illinois",,87563,,"","",,,"","","",
61764,1592,"","IL","Illinois",,35708,,"","",,,"","","",
61769,40,"","IL","Illinois",,882,,"","",,,"","","",
61770,70,"","IL","Illinois",,984,,"","",,,"","","",
61771,83,"","IL","Illinois",,919,,"","",,,"","","",
61772,29,"","IL","Illinois",,355,,"","",,,"","","",
61773,55,"","IL","Illinois",,648,,"","",,,"","","",
61774,67,"","IL","Illinois",,947,,"","",,,"","","",
61775,35,"","IL","Illinois",,331,,"","",,,"","","",
61776,122,"","IL","Illinois",,1347,,"","",,,"","","",
61777,74,"","IL","Illinois",,846,,"","",,,"","","",
61778,49,"","IL","Illinois",,462,,"","",,,"","","",
61790,71,"","IL","Illinois",,5092,,"","",,,"","","",
61801,1462,"","IL","Illinois",,357520,,"","",,,"","","",
61802,1486,"","IL","Illinois",,81055,,"","",,,"","","",
61810,18,"","IL","Illinois",,768,,"","",,,"","","",
61811,76,"","IL","Illinois",,696,,"","",,,"","","",
61812,27,"","IL","Illinois",,482,,"","",,,"","","",
61813,145,"","IL","Illinois",,2658,,"","",,,"","","",
61814,133,"","IL","Illinois",,1440,,"","",,,"","","",
61815,15,"","IL","Illinois",,680,,"","",,,"","","",
61816,47,"","IL","Illinois",,808,,"","",,,"","","",
61817,338,"","IL","Illinois",,3047,,"","",,,"","","",
61818,170,"","IL","Illinois",,1733,,"","",,,"","","",
61820,4848,"","IL","Illinois",,707328,,"","",,,"","","",
61821,2133,"","IL","Illinois",,128573,,"","",,,"","","",
61822,1721,"","IL","Illinois",,104079,,"","",,,"","","",
61824,9,"","IL","Illinois",,305,,"","",,,"","","",
61830,28,"","IL","Illinois",,525,,"","",,,"","","",
61831,13,"","IL","Illinois",,143,,"","",,,"","","",
61832,3173,"","IL","Illinois",,40141,,"","",,,"","","",
61833,201,"","IL","Illinois",,2582,,"","",,,"","","",
61834,1604,"","IL","Illinois",,21004,,"","",,,"","","",
61839,26,"","IL","Illinois",,786,,"","",,,"","","",
61840,62,"","IL","Illinois",,2275,,"","",,,"","","",
61841,139,"","IL","Illinois",,1474,,"","",,,"","","",
61842,190,"","IL","Illinois",,3379,,"","",,,"","","",
61843,196,"","IL","Illinois",,5279,,"","",,,"","","",
61844,88,"","IL","Illinois",,1144,,"","",,,"","","",
61845,39,"","IL","Illinois",,843,,"","",,,"","","",
61846,431,"","IL","Illinois",,4424,,"","",,,"","","",
61847,162,"","IL","Illinois",,4475,,"","",,,"","","",
61848,24,"","IL","Illinois",,265,,"","",,,"","","",
61849,98,"","IL","Illinois",,3766,,"","",,,"","","",
61850,49,"","IL","Illinois",,433,,"","",,,"","","",
61851,18,"","IL","Illinois",,1093,,"","",,,"","","",
61852,13,"","IL","Illinois",,569,,"","",,,"","","",
61853,1080,"","IL","Illinois",,43649,,"","",,,"","","",
61854,102,"","IL","Illinois",,1999,,"","",,,"","","",
61856,598,"","IL","Illinois",,13631,,"","",,,"","","",
61857,16,"","IL","Illinois",,212,,"","",,,"","","",
61858,303,"","IL","Illinois",,3447,,"","",,,"","","",
61859,96,"","IL","Illinois",,3344,,"","",,,"","","",
61862,58,"","IL","Illinois",,895,,"","",,,"","","",
61863,71,"","IL","Illinois",,3161,,"","",,,"","","",
61864,148,"","IL","Illinois",,5807,,"","",,,"","","",
61865,136,"","IL","Illinois",,1593,,"","",,,"","","",
61866,1413,"","IL","Illinois",,24934,,"","",,,"","","",
61870,91,"","IL","Illinois",,1350,,"","",,,"","","",
61871,37,"","IL","Illinois",,546,,"","",,,"","","",
61872,44,"","IL","Illinois",,1853,,"","",,,"","","",
61873,585,"","IL","Illinois",,17459,,"","",,,"","","",
61874,589,"","IL","Illinois",,54019,,"","",,,"","","",
61875,47,"","IL","Illinois",,1948,,"","",,,"","","",
61876,77,"","IL","Illinois",,682,,"","",,,"","","",
61877,113,"","IL","Illinois",,4576,,"","",,,"","","",
61878,89,"","IL","Illinois",,2726,,"","",,,"","","",
61880,425,"","IL","Illinois",,14095,,"","",,,"","","",
61882,32,"","IL","Illinois",,607,,"","",,,"","","",
61883,497,"","IL","Illinois",,4663,,"","",,,"","","",
61884,87,"","IL","Illinois",,1791,,"","",,,"","","",
61910,741,"","IL","Illinois",,5479,,"","",,,"","","",
61911,406,"","IL","Illinois",,2754,,"","",,,"","","",
61912,95,"","IL","Illinois",,988,,"","",,,"","","",
61913,135,"","IL","Illinois",,1628,,"","",,,"","","",
61914,164,"","IL","Illinois",,1648,,"","",,,"","","",
61917,71,"","IL","Illinois",,447,,"","",,,"","","",
61919,74,"","IL","Illinois",,1045,,"","",,,"","","",
61920,2205,"","IL","Illinois",,27618,,"","",,,"","","",
61924,199,"","IL","Illinois",,2281,,"","",,,"","","",
61925,85,"","IL","Illinois",,752,,"","",,,"","","",
61928,78,"","IL","Illinois",,593,,"","",,,"","","",
61929,48,"","IL","Illinois",,685,,"","",,,"","","",
61930,64,"","IL","Illinois",,356,,"","",,,"","","",
61931,116,"","IL","Illinois",,1042,,"","",,,"","","",
61932,23,"","IL","Illinois",,315,,"","",,,"","","",
61933,64,"","IL","Illinois",,572,,"","",,,"","","",
61936,22,"","IL","Illinois",,227,,"","",,,"","","",
61937,146,"","IL","Illinois",,1699,,"","",,,"","","",
61938,2264,"","IL","Illinois",,26214,,"","",,,"","","",
61940,22,"","IL","Illinois",,118,,"","",,,"","","",
61942,92,"","IL","Illinois",,1506,,"","",,,"","","",
61943,165,"","IL","Illinois",,998,,"","",,,"","","",
61944,1088,"","IL","Illinois",,7156,,"","",,,"","","",
61951,857,"","IL","Illinois",,13669,,"","",,,"","","",
61953,658,"","IL","Illinois",,10025,,"","",,,"","","",
61956,275,"","IL","Illinois",,3855,,"","",,,"","","",
61957,166,"","IL","Illinois",,1549,,"","",,,"","","",
62001,174,"","IL","Illinois",,3327,,"","",,,"","","",
62002,3094,"","IL","Illinois",,27523,,"","",,,"","","",
62006,61,"","IL","Illinois",,594,,"","",,,"","","",
62009,141,"","IL","Illinois",,2057,,"","",,,"","","",
62010,1240,"","IL","Illinois",,9621,,"","",,,"","","",
62011,31,"","IL","Illinois",,285,,"","",,,"","","",
62012,682,"","IL","Illinois",,4922,,"","",,,"","","",
62013,52,"","IL","Illinois",,357,,"","",,,"","","",
62014,319,"","IL","Illinois",,2754,,"","",,,"","","",
62015,55,"","IL","Illinois",,444,,"","",,,"","","",
62016,385,"","IL","Illinois",,2628,,"","",,,"","","",
62017,105,"","IL","Illinois",,1002,,"","",,,"","","",
62018,268,"","IL","Illinois",,2318,,"","",,,"","","",
62019,34,"","IL","Illinois",,400,,"","",,,"","","",
62021,79,"","IL","Illinois",,552,,"","",,,"","","",
62022,120,"","IL","Illinois",,815,,"","",,,"","","",
62024,827,"","IL","Illinois",,7093,,"","",,,"","","",
62025,3368,"","IL","Illinois",,32598,,"","",,,"","","",
62026,19,"","IL","Illinois",,653,,"","",,,"","","",
62027,36,"","IL","Illinois",,342,,"","",,,"","","",
62028,38,"","IL","Illinois",,417,,"","",,,"","","",
62031,82,"","IL","Illinois",,599,,"","",,,"","","",
62032,90,"","IL","Illinois",,777,,"","",,,"","","",
62033,504,"","IL","Illinois",,8021,,"","",,,"","","",
62034,1323,"","IL","Illinois",,14969,,"","",,,"","","",
62035,1874,"","IL","Illinois",,16341,,"","",,,"","","",
62036,68,"","IL","Illinois",,413,,"","",,,"","","",
62037,180,"","IL","Illinois",,2025,,"","",,,"","","",
62040,3776,"","IL","Illinois",,26241,,"","",,,"","","",
62044,166,"","IL","Illinois",,1240,,"","",,,"","","",
62045,29,"","IL","Illinois",,452,,"","",,,"","","",
62046,106,"","IL","Illinois",,653,,"","",,,"","","",
62047,166,"","IL","Illinois",,2174,,"","",,,"","","",
62048,121,"","IL","Illinois",,930,,"","",,,"","","",
62049,1551,"","IL","Illinois",,24790,,"","",,,"","","",
62050,31,"","IL","Illinois",,352,,"","",,,"","","",
62051,83,"","IL","Illinois",,858,,"","",,,"","","",
62052,1550,"","IL","Illinois",,18072,,"","",,,"","","",
62053,54,"","IL","Illinois",,605,,"","",,,"","","",
62054,86,"","IL","Illinois",,501,,"","",,,"","","",
62056,742,"","IL","Illinois",,13781,,"","",,,"","","",
62058,67,"","IL","Illinois",,657,,"","",,,"","","",
62059,37,"","IL","Illinois",,438,,"","",,,"","","",
62060,336,"","IL","Illinois",,2735,,"","",,,"","","",
62061,196,"","IL","Illinois",,1305,,"","",,,"","","",
62062,920,"","IL","Illinois",,14994,,"","",,,"","","",
62063,118,"","IL","Illinois",,841,,"","",,,"","","",
62067,285,"","IL","Illinois",,1725,,"","",,,"","","",
62069,289,"","IL","Illinois",,3442,,"","",,,"","","",
62074,91,"","IL","Illinois",,908,,"","",,,"","","",
62075,308,"","IL","Illinois",,2969,,"","",,,"","","",
62076,9,"","IL","Illinois",,67,,"","",,,"","","",
62077,26,"","IL","Illinois",,332,,"","",,,"","","",
62079,43,"","IL","Illinois",,202,,"","",,,"","","",
62080,276,"","IL","Illinois",,2349,,"","",,,"","","",
62081,14,"","IL","Illinois",,241,,"","",,,"","","",
62082,242,"","IL","Illinois",,2204,,"","",,,"","","",
62083,18,"","IL","Illinois",,185,,"","",,,"","","",
62084,140,"","IL","Illinois",,1060,,"","",,,"","","",
62085,14,"","IL","Illinois",,233,,"","",,,"","","",
62086,117,"","IL","Illinois",,1147,,"","",,,"","","",
62087,158,"","IL","Illinois",,1227,,"","",,,"","","",
62088,651,"","IL","Illinois",,8659,,"","",,,"","","",
62089,34,"","IL","Illinois",,523,,"","",,,"","","",
62090,82,"","IL","Illinois",,659,,"","",,,"","","",
62091,36,"","IL","Illinois",,301,,"","",,,"","","",
62092,365,"","IL","Illinois",,3605,,"","",,,"","","",
62093,36,"","IL","Illinois",,444,,"","",,,"","","",
62094,82,"","IL","Illinois",,948,,"","",,,"","","",
62095,1115,"","IL","Illinois",,11983,,"","",,,"","","",
62097,277,"","IL","Illinois",,2173,,"","",,,"","","",
62201,552,"","IL","Illinois",,4756,,"","",,,"","","",
62202,10,"","IL","Illinois",,297,,"","",,,"","","",
62203,584,"","IL","Illinois",,8612,,"","",,,"","","",
62204,366,"","IL","Illinois",,4278,,"","",,,"","","",
62205,610,"","IL","Illinois",,6366,,"","",,,"","","",
62206,1228,"","IL","Illinois",,14086,,"","",,,"","","",
62207,555,"","IL","Illinois",,5475,,"","",,,"","","",
62208,1509,"","IL","Illinois",,14700,,"","",,,"","","",
62214,125,"","IL","Illinois",,854,,"","",,,"","","",
62215,255,"","IL","Illinois",,1572,,"","",,,"","","",
62216,560,"","IL","Illinois",,4929,,"","",,,"","","",
62217,81,"","IL","Illinois",,613,,"","",,,"","","",
62218,269,"","IL","Illinois",,1486,,"","",,,"","","",
62219,134,"","IL","Illinois",,915,,"","",,,"","","",
62220,1924,"","IL","Illinois",,17299,,"","",,,"","","",
62221,2595,"","IL","Illinois",,23319,,"","",,,"","","",
62222,15,"","IL","Illinois",,446,,"","",,,"","","",
62223,1616,"","IL","Illinois",,16561,,"","",,,"","","",
62225,131,"","IL","Illinois",,1529,,"","",,,"","","",
62226,2977,"","IL","Illinois",,31514,,"","",,,"","","",
62230,1138,"","IL","Illinois",,9376,,"","",,,"","","",
62231,1011,"","IL","Illinois",,8344,,"","",,,"","","",
62232,838,"","IL","Illinois",,9818,,"","",,,"","","",
62233,1025,"","IL","Illinois",,10389,,"","",,,"","","",
62234,3217,"","IL","Illinois",,24854,,"","",,,"","","",
62236,1509,"","IL","Illinois",,9538,,"","",,,"","","",
62237,302,"","IL","Illinois",,6045,,"","",,,"","","",
62238,64,"","IL","Illinois",,495,,"","",,,"","","",
62239,431,"","IL","Illinois",,2968,,"","",,,"","","",
62240,149,"","IL","Illinois",,892,,"","",,,"","","",
62241,111,"","IL","Illinois",,1170,,"","",,,"","","",
62242,141,"","IL","Illinois",,1226,,"","",,,"","","",
62243,706,"","IL","Illinois",,8325,,"","",,,"","","",
62244,96,"","IL","Illinois",,479,,"","",,,"","","",
62245,264,"","IL","Illinois",,1725,,"","",,,"","","",
62246,1129,"","IL","Illinois",,14594,,"","",,,"","","",
62248,51,"","IL","Illinois",,362,,"","",,,"","","",
62249,1982,"","IL","Illinois",,17336,,"","",,,"","","",
62250,48,"","IL","Illinois",,405,,"","",,,"","","",
62253,51,"","IL","Illinois",,618,,"","",,,"","","",
62254,762,"","IL","Illinois",,8599,,"","",,,"","","",
62255,75,"","IL","Illinois",,614,,"","",,,"","","",
